0.07,0.70,0.19,8.60
0.07,0.70,0.22,3.34
0.08,0.70,0.22,2.23
0.07,0.70,0.23,1.85
0.06,0.70,0.24,1.67
0.07,0.70,0.23,1.24
0.07,0.70,0.22,1.08
0.07,0.70,0.16,0.99
0.07,0.70,0.16,0.94
0.07,0.70,0.17,0.88
0.07,0.70,0.16,0.76
0.07,0.70,0.15,0.69
0.08,0.70,0.12,0.55
0.08,0.70,0.11,0.48
0.08,0.70,0.06,0.38
0.09,0.70,0.03,0.32
0.09,0.70,0.03,0.29
0.09,0.70,0.03,0.26
0.09,0.70,0.04,0.24
0.09,0.70,0.03,0.20
0.09,0.70,0.12,0.15
0.09,0.70,0.19,0.11
0.09,0.70,0.26,0.09
